shipment_id,order_id,carrier,shipment_date,delivery_date,shipping_cost,distance_km
904320,5004451,DHL Express,08-03-2026,20-03-2026,485.29,7584.1
904321,5004467,DHL Express,19-07-2024,21-07-2024,130.11,1835.5
904322,5009630,FedEx,31-03-2026,01-04-2026,33.91,484.9
904323,5007466,fedex,10-02-2026,16-02-2026,204.37,3685.5
904324,5011320,Blue Dart,01-01-2026,10-01-2026,414.62,7736.2
904325,5001271,Blue Dart,04-07-2023,21-07-2023,510.32,10556.9
904326,5010281,Maersk,20-11-2025,,702.08,10204.4
904327,5002973,UPS,,,97.12,1895.4
904328,5005064,Maersk,12-10-2025,22-10-2025,214.62,5202.6
904329,5002336,UPS,07-07-2025,19-07-2025,434.72,8382.2
904330,5002448,Blue Dart,19-03-2026,22-03-2026,,2505.4
904331,5003560,fedex,07-07-2026,25-07-2026,324.01,7379.5
904332,5008998,Blue Dart,25-12-2022,08-01-2023,733.47,11289.5
904333,5004661,Maersk,18-11-2022,27-11-2022,249.2,4845.6
904334,5000603,Maersk,02-10-2023,10-22-2023,719.73,10996.6
904335,5008982,Blue Dart,04-03-2026,08-03-2026,163.65,3285.6
904336,5003178,FedEx,20-08-2025,07-09-2025,490.63,8900.8
904337,5009183,fedex,30-08-2024,,102.56,
904338,5001065,fedex,10-11-2022,18-11-2022,314.9,5486
904339,5008021,fedex,17-09-2024,20-09-2024,146.89,2962
904340,5000296,Maersk,11-04-2025,20-04-2025,228.61,4969.2
904341,5001506,UPS,30-07-2026,04-08-2026,172.08,2398.2
904342,5003414,fedex,,,34.69,469
904343,5003210,UPS,20-03-2024,29-03-2024,530.51,7606.1
904344,5000173,FedEx,10-06-2025,20-06-2025,446.38,8242.8
904345,5006199,Blue Dart,31-12-2023,17-01-2024,547.33,9775.6
904346,5002982,FedEx,,,263.96,5036.4
904347,5000259,DHL,20-12-2025,26-12-2025,256.68,4308.1
904348,5010440,DHL Express,18-02-2026,28-02-2026,304.54,5288.1
904349,5000924,DHL,17-04-2025,27-04-2025,,
904350,5004892,UPS,03-11-2023,11-05-2023,132.75,2087.8
904351,5010899,DHL,18-01-2025,05-02-2025,781.79,11823
904352,5011373,Maersk,,,,1969.1
904353,5009092,FedEx,,,235.37,3665.7
904354,5001051,UPS,13-11-2025,19-11-2025,298.97,5909.8
904355,5011048,DHL Express,05-11-2021,19-11-2021,395.55,8560.1
904356,5011808,Maersk,,,729.32,10988.6
904357,5009076,UPS,20-07-2025,03-08-2025,581.72,9240.6
904358,5010811,DHL Express,16-Apr-23,29-04-2023,292.51,6660
904359,5001261,Maersk,16-01-2026,07-02-2026,597.63,10779.5
904360,5003238,fedex,19-10-2023,08-11-2023,757.8,10827.6
904361,5007092,DHL Express,02-08-2025,16-08-2025,486.55,8794.8
904362,5002405,UPS,11-03-2023,25-03-2023,633.84,10443.6
904363,5005076,Blue Dart,26-10-2023,28-10-2023,143.1,2153.7
904364,5006039,FedEx,10-03-2023,13-03-2023,124.63,2126.2
904365,5011812,DHL,04-12-2025,06-12-2025,82.86,1891.4
904366,5003749,fedex,16-06-2024,25-06-2024,476.52,7309
904367,5011908,Blue Dart,24-01-2023,02-11-2023,439.01,
904368,5001875,DHL,13-12-2025,16-12-2025,156.17,2551.3
904369,5007625,DHL Express,16-08-2024,25-08-2024,449.6,6968.5
904370,5006705,Blue Dart,04-07-2026,07-09-2026,280.25,3886.8
904371,5008944,Maersk,26-06-2026,10-07-2026,629.81,11648.7
904372,5005210,FedEx,31-Mar-26,08-04-2026,221.13,5041.3
904373,5007016,UPS,07-04-2026,14-04-2026,289.38,5984.3
904374,5005386,DHL Express,08-Apr-24,18-04-2024,491.74,9439.8
904375,5004429,DHL,,,93,1888.4
904376,5001747,UPS,24-07-2026,05-08-2026,621.82,11572.7
904377,5004738,UPS,02-08-2023,15-08-2023,619.26,11738.2
904378,5010790,UPS,,,,1417.3
904379,5010409,DHL Express,30-03-2024,05-04-2024,,6191.8
904380,5000256,UPS,29-12-2024,06-01-2025,395.6,6486.3
904381,5005483,DHL,28-03-2026,03-04-2026,171.79,3870.7
904382,5006607,Maersk,29-05-2025,01-06-2025,153.08,2828.9
904383,5007772,Blue Dart,05-11-2024,17-11-2024,318.06,5877.5
904384,5006227,UPS,01-10-2026,12-01-2026,84.33,1430.5
904385,5000666,DHL,05-08-2024,24-08-2024,772.17,11433.8
904386,5010399,fedex,01-09-2025,09-09-2025,351.36,7629.2
904387,5001282,DHL Express,20-05-2022,27-05-2022,358,5362.6
904388,5003288,UPS,24-06-2023,29-06-2023,187.05,4413.1
904389,5008302,DHL,26-11-2024,29-11-2024,111.21,1617.5
904390,5003699,Blue Dart,31-05-2026,12-06-2026,603.18,10462.6
904391,5000804,fedex,24-06-2022,13-Jul-22,617.27,9494.2
904392,5001622,UPS,02-02-2026,11-02-2026,450.48,8474.8
904393,5004270,Blue Dart,30-10-2023,11-11-2023,594.4,10293.4
904394,5008628,DHL Express,06-02-2026,23-02-2026,721.44,10400.8
904395,5004127,DHL,,,11.7,206.2
904396,5001277,FedEx,19-09-2025,04-10-2025,,11552.8
904397,5007907,DHL,14-Jun-25,18-06-2025,230.36,3948.1
904398,5001623,Blue Dart,21-08-2022,24-08-2022,149.73,2162.5
904399,5003673,Blue Dart,23-07-2021,05-08-2021,,6109.4
904400,5007650,UPS,24-08-2023,08-09-2023,404.71,9063
904401,5005439,DHL,16-03-2023,03-04-2023,602.52,9890.6
904402,5009792,fedex,15-03-2022,06-04-2022,732.72,11919.6
904403,5001686,Blue Dart,14-05-2025,29-05-2025,683.98,10704.7
904404,5005611,Maersk,19-12-2022,10-01-2023,663.1,9599.8
904405,5002520,FedEx,02-07-2026,03-07-2026,6.61,164.6
904406,5003361,fedex,21-05-2024,27-05-2024,244.87,3672
904407,5004002,DHL,06-24-2026,06-29-2026,139.8,2470
904408,5003424,UPS,09-02-2026,14-02-2026,218.07,4549.7
904409,5003920,Maersk,05-Oct-24,11-10-2024,189.62,4095.3
904410,5006659,DHL,05-05-2026,17-05-2026,589.82,11248.2
904411,5006433,Blue Dart,29-05-2023,10-Jun-23,433.51,10528.7
904412,5004063,FedEx,06-05-2026,14-05-2026,321.59,
904413,5006490,Maersk,08-01-2025,15-01-2025,176.34,3276.4
904414,5001331,Maersk,02-07-2025,,297.52,4929.1
904415,5001645,UPS,18-02-2025,05-03-2025,366.94,9160.1
904416,5009185,DHL Express,09-01-2024,,436.58,7273.2
904417,5006056,FedEx,11-07-2026,24-07-2026,530.94,8204.5
904418,5002370,fedex,02-05-2026,22-05-2026,552.97,10537.5
904419,5004167,UPS,10-11-2020,16-11-2020,291.29,4397.8
904420,5000110,Maersk,,,469.1,10641.4
904421,5003820,DHL,12-04-2021,29-04-2021,485.44,8561.9
904422,5011951,FedEx,27-01-2023,,80.94,1720.7
904423,5005042,Maersk,,,327.71,6105.5
904424,5003081,DHL Express,27-08-2025,09-14-2025,575.82,10214.7
904425,5003828,UPS,15-Nov-25,28-11-2025,383.51,7198.6
904426,5000853,DHL,12-07-2025,29-07-2025,701.84,10106.6
904427,5000587,UPS,21-10-2025,26-10-2025,182.31,2483.2
904428,5004587,Blue Dart,01-13-2025,22-01-2025,247.03,5723
904429,5005055,Maersk,,,131.32,2848.2
904430,5009510,Maersk,28-02-2025,01-03-2025,65.68,1187.1
904431,5007242,fedex,,,578.5,8188.8
904432,5002057,fedex,,,515.79,9012.4
904433,5010999,UPS,23-10-2025,06-11-2025,391.84,7686.9
904434,5011972,DHL Express,20-12-2025,28-12-2025,433.33,6128.9
904435,5002879,DHL,07-07-2024,08-07-2024,49.56,593.4
904436,5000052,DHL,07-11-2022,21-11-2022,370.77,7580.5
904437,5008715,Blue Dart,12-06-2025,18-06-2025,,
904438,5001988,UPS,26-08-2022,27-08-2022,18.84,238
904439,5000812,Blue Dart,,,132.63,
904440,5005281,Blue Dart,22-06-2025,26-06-2025,154.95,2667.9
904441,5005656,DHL Express,17-06-2026,19-06-2026,42.84,867.3
904442,5006636,DHL Express,12-09-2023,24-09-2023,386.84,5602
904443,5000190,FedEx,23-09-2025,15-10-2025,821.35,11841.3
904444,5008939,UPS,,,512.58,11746.5
904445,5006589,Maersk,14-11-2023,21-11-2023,402.62,7070.1
904446,5011704,DHL,06-02-2026,12-02-2026,229.29,5273.2
904447,5001246,FedEx,28-10-2024,02-11-2024,248.18,4983.7
904448,5004490,DHL,12-07-2026,31-07-2026,575.28,9199.9
904449,5005996,FedEx,01-11-2025,14-11-2025,335.15,6967.4
904450,5007951,UPS,20-05-2026,01-06-2026,465.32,8459.7
904451,5010295,fedex,25-06-2024,29-06-2024,159.31,2572.6
904452,5009221,DHL,03-02-2022,01-03-2022,674.47,11768.4
904453,5006839,DHL,,,367.05,8975.7
904454,5009246,DHL,,,491.41,7373.6
904455,5000959,fedex,23-03-2026,25-03-2026,105.37,2068.2
904456,5002340,Blue Dart,25-03-2026,06-04-2026,573.68,8230.4
904457,5000185,Blue Dart,19-04-2024,01-05-2024,647.27,9789.2
904458,5005115,DHL,03-07-2025,20-07-2025,477.55,8331.5
904459,5011421,Maersk,22-03-2025,04-04-2025,568.5,8461.9
904460,5008477,Maersk,03-06-2026,28-06-2026,577.47,10795.3
904461,5001888,UPS,14-05-2023,30-05-2023,476.79,7473.5
904462,5001958,DHL Express,19-11-2025,20-11-2025,15.04,280.9
904463,5008791,fedex,24-06-2025,04-07-2025,360.45,8426
904464,5003480,Maersk,10-05-2026,11-05-2026,,247.8
904465,5008218,DHL,31-10-2021,11-22-2021,529.69,9140
904466,5000951,FedEx,06-10-2023,15-Oct-23,445.9,6617.4
904467,5010046,fedex,16-10-2025,29-10-2025,743.34,10954.1
904468,5009243,DHL Express,09-10-2024,13-10-2024,202.57,3341.9
904469,5004945,DHL,05-10-2024,11-10-2024,128.88,2611.8
904470,5002560,DHL,25-07-2022,15-08-2022,754.21,11058.3
904471,5008181,DHL,03-10-2024,04-10-2024,33.26,222.2
904472,5006308,UPS,14-05-2022,05-28-2022,761.7,11923.9
904473,5009061,Blue Dart,01-06-2026,12-06-2026,392.62,6847.8
904474,5008770,UPS,19-09-2021,25-09-2021,176,
904475,5010531,FedEx,28-11-2021,11-29-2021,41.21,483.8
904476,5000085,fedex,25-02-2026,01-03-2026,130.65,2132.6
904477,5002819,Maersk,16-05-2024,21-05-2024,307.94,4558.6
904478,5002472,DHL Express,22-10-2025,,185.84,3238
904479,5008025,fedex,29-05-2026,30-05-2026,76.59,1010.1
904480,5008829,DHL Express,22-10-2025,26-10-2025,154.12,3601
904481,5009464,fedex,,,424.36,6183.7
904482,5007571,fedex,19-04-2026,27-04-2026,216.61,5224.5
904483,5008043,Blue Dart,17-08-2022,30-08-2022,434.63,9296.2
904484,5009486,DHL Express,21-07-2023,08-05-2023,569.58,11105.1
904485,5007308,Maersk,22-07-2025,23-07-2025,80.34,1111.8
904486,5005532,UPS,,,480.22,8489.9
904487,5006913,Blue Dart,04-16-2024,17-04-2024,44.97,650.3
904488,5006225,Blue Dart,10-04-2026,12-04-2026,73.69,1247.9
904489,5002905,fedex,18-04-2026,27-04-2026,,7000.7
904490,5011108,fedex,02-04-2025,16-04-2025,,8063.1
904491,5011987,fedex,02-12-2023,18-12-2023,457.4,10206.5
904492,5009157,fedex,,,39.23,544.8
904493,5003079,DHL Express,07-06-2022,11-06-2022,147.32,2157.6
904494,5011480,UPS,02-08-2024,11-08-2024,416.12,7886.9
904495,5000391,DHL Express,21-01-2023,,140.1,2363.2
904496,5000922,UPS,28-02-2023,05-03-2023,264.32,4926.2
904497,5007187,DHL Express,22-06-2026,06-07-2026,434.2,9076.9
904498,5002660,Maersk,18-04-2023,20-04-2023,90.55,1661.3
904499,5001085,Maersk,04-09-2025,08-09-2025,98.82,1844.6
904500,5010329,DHL,29-03-2026,04-04-2026,309.41,
904501,5011027,DHL,01-02-2022,12-02-2022,366.89,6557
904502,5008200,Blue Dart,28-07-2025,07-08-2025,467.02,9125.4
904503,5009319,fedex,09-10-2022,23-10-2022,267.16,5763.7
904504,5001785,DHL,05-05-2026,17-05-2026,275.67,5329.2
904505,5005974,fedex,25-05-2026,03-06-2026,273.5,5162.3
904506,5000267,Maersk,13-02-2025,27-02-2025,549.49,11588.9
904507,5007946,DHL,12-03-2026,,,2791.7
904508,5010050,FedEx,06-08-2025,08-15-2025,,4208.3
904509,5003885,DHL,19-04-2026,04-May-26,512.91,
904510,5004981,DHL,,,331,5052.9
904511,5010488,UPS,09-24-2025,15-10-2025,581.44,11348.5
904512,5002117,fedex,05-07-2026,07-14-2026,358.34,7653.5
904513,5000873,FedEx,13-Jul-24,21-07-2024,482.99,6759.8
904514,5005983,UPS,10-12-2025,11-12-2025,70.12,
904515,5001711,FedEx,20-10-2024,28-10-2024,222.93,4027.9
904516,5008318,FedEx,20-10-2025,28-Oct-25,415.06,6986.8
904517,5010641,DHL,08-02-2026,10-02-2026,113.53,1915.7
904518,5010771,UPS,06-08-2021,09-08-2021,109.5,
904519,5011193,Maersk,18-12-2025,25-Dec-25,293.07,5649.4
904520,5009569,FedEx,09-05-2024,10-05-2024,,618.6
904521,5000177,Maersk,07-01-2024,,490.54,11511.2
904522,5005016,fedex,06-05-2025,11-06-2025,346.7,4852.4
904523,5010336,DHL,12-05-2026,17-05-2026,280.89,4274
904524,5009580,FedEx,10-11-2023,19-11-2023,261.53,4120.1
904525,5009975,DHL,26-12-2024,28-12-2024,60.75,1162.7
904526,5002735,DHL,21-12-2024,28-Dec-24,277.31,4460.5
904527,5006621,fedex,05-08-2025,06-08-2025,99.35,1296.2
904528,5011077,UPS,14-05-2024,29-05-2024,403.65,7394.2
904529,5001237,Maersk,06-01-2026,17-01-2026,303.95,5528.4
904530,5004360,Maersk,05-01-2025,24-01-2025,434.07,9622.7
904531,5004032,fedex,,,138.76,1879.2
904532,5005541,DHL Express,04-13-2026,24-04-2026,337.54,7302.1
904533,5006621,FedEx,02-08-2025,21-08-2025,428.65,10027.3
904534,5010792,Maersk,02-06-2025,,316.17,6467.1
904535,5003084,Maersk,,,97.69,2177.7
904536,5000766,Maersk,29-08-2024,,250.02,5327.4
904537,5004672,FedEx,28-09-2023,04-10-2023,249,3878.4
904538,5000303,Maersk,12-12-2021,14-12-2021,148.36,1924.4
904539,5005657,DHL,12-03-2026,04-01-2026,,9756.3
904540,5003326,UPS,18-03-2023,31-03-2023,630.62,9382.1
904541,5003441,DHL,19-07-2026,,88.13,1764.5
904542,5003315,UPS,09-03-2026,24-03-2026,767.82,
904543,5006032,UPS,27-11-2024,03-12-2024,196.28,4667.3
904544,5005568,Maersk,13-09-2025,24-09-2025,555.06,8367.4
904545,5006580,DHL Express,28-07-2024,15-08-2024,638.58,11671
904546,5010538,UPS,04-10-2024,09-10-2024,238.08,3994.6
904547,5010380,fedex,06-07-2026,10-07-2026,173.14,2693.3
904548,5003286,fedex,16-04-2026,25-04-2026,216.35,4944.1
904549,5007354,DHL Express,08-04-2024,10-08-2024,351.69,5036.2
904550,5003979,Blue Dart,16-03-2026,25-03-2026,296.15,5363.8
904551,5010760,DHL Express,,,835.42,11774.7
904552,5001387,Blue Dart,07-08-2023,11-08-2023,186.76,3248.5
904553,5006068,fedex,02-01-2026,13-Jan-26,243.28,5727.1
904554,5002384,DHL Express,18-05-2026,19-05-2026,28.67,435.6
904555,5004910,DHL Express,07-07-2026,09-07-2026,148.36,2255
904556,5004418,DHL,29-05-2025,10-06-2025,266.16,6035.9
904557,5002316,DHL Express,24-06-2024,01-07-2024,415.16,6589.1
904558,5006140,DHL Express,,,545.13,8895.3
904559,5007579,FedEx,12-03-2021,27-03-2021,467.18,10781
904560,5002362,DHL Express,28-11-2025,11-12-2025,553.98,11554.3
904561,5001810,Maersk,16-02-2023,23-02-2023,366.81,6164.7
904562,5005863,DHL Express,06-03-2025,09-03-2025,169.77,2354.3
904563,5008177,DHL,11-06-2022,12-06-2022,37.16,475.6
904564,5002171,DHL Express,16-04-2026,04-May-26,442.12,9299.2
904565,5006356,DHL Express,29-07-2023,09-08-2023,402.58,9695.1
904566,5008149,Maersk,30-06-2024,04-07-2024,261.7,
904567,5009759,Maersk,01-07-2024,12-07-2024,435.53,7783.4
904568,5009357,Maersk,04-29-2022,30-Apr-22,92.79,
904569,5003200,Blue Dart,08-01-2026,19-01-2026,285.48,5148.7
904570,5007951,Maersk,22-05-2026,24-05-2026,112.55,1574.1
904571,5007894,UPS,23-06-2026,01-07-2026,272.16,4829.7
904572,5006350,DHL Express,20-12-2024,02-01-2025,456.15,10529.2
904573,5007226,Maersk,30-07-2025,10-08-2025,555.01,7948.5
904574,5010568,Maersk,08-01-2026,21-01-2026,688.71,10149.3
904575,5005695,FedEx,10-07-2025,01-08-2025,489.25,11795.8
904576,5004392,Blue Dart,05-06-2026,06-06-2026,49.94,971
904577,5008952,fedex,18-09-2025,,286.52,4056.7
904578,5010076,UPS,11-10-2025,13-10-2025,81.28,1786.3
904579,5005424,DHL,04-11-2024,08-11-2024,268.16,4140.9
904580,5005161,Maersk,28-Dec-24,30-12-2024,52.26,1166.6
904581,5002404,Blue Dart,12-Feb-25,24-02-2025,423.3,7349.8
904582,5007815,DHL,19-02-2026,24-02-2026,150.94,2668.8
904583,5003034,DHL Express,24-09-2024,25-09-2024,50.42,932.7
904584,5008154,Maersk,,,54.66,974.8
904585,5009158,DHL,12-01-2023,21-01-2023,335.5,7327.9
904586,5010880,DHL,27-07-2025,01-08-2025,241.02,3553.7
904587,5009553,DHL,25-01-2025,06-02-2025,261.25,5048.3
904588,5000021,Maersk,04-28-2025,06-05-2025,347.89,
904589,5006546,DHL Express,20-04-2026,24-04-2026,157.76,3417.2
904590,5010546,DHL Express,08-02-2026,13-Feb-26,316.04,4503.3
904591,5000748,DHL,21-08-2024,26-08-2024,272.88,4539
904592,5000129,DHL Express,,,202.79,
904593,5007667,DHL Express,05-09-2022,19-09-2022,419.75,6673.8
904594,5009468,Maersk,18-10-2025,05-11-2025,601.17,10008.6
904595,5001746,Blue Dart,18-09-2024,22-09-2024,195.92,3270.2
904596,5004635,FedEx,31-07-2026,06-08-2026,193.4,2956.4
904597,5002530,Maersk,15-12-2023,03-01-2024,638.88,11974.7
904598,5001375,fedex,29-11-2025,,88.04,1175.6
904599,5007932,Maersk,12-12-2023,21-12-2023,553.06,7862.6
904600,5009812,UPS,21-08-2025,04-09-2025,650.44,9958.1
904601,5004532,FedEx,01-12-2025,04-12-2025,111.39,2481.9
904602,5003089,Blue Dart,,,215.48,4322
904603,5005725,Blue Dart,02-12-2025,06-12-2025,178.09,3349.7
904604,5001855,Maersk,13-03-2023,27-03-2023,433.49,10115.1
904605,5007806,UPS,08-06-2025,21-06-2025,571.54,8231.6
904606,5010735,UPS,11-06-2025,12-06-2025,44.1,871.3
904607,5002369,FedEx,12-03-2026,13-03-2026,53.05,1017.7
904608,5005003,DHL Express,04-Jun-26,11-06-2026,357.16,6411.8
904609,5001617,Blue Dart,28-12-2022,03-01-2023,351.51,4977.6
904610,5011652,FedEx,20-03-2025,04-04-2025,585.88,9367.3
904611,5000128,DHL Express,28-02-2023,08-03-2023,446.97,
904612,5001304,DHL,13-01-2025,22-01-2025,508.59,8036.5
904613,5003764,DHL,28-02-2024,09-03-2024,408.51,9014.2
904614,5011823,FedEx,05-11-2024,12-05-2024,50.88,832.9
904615,5006876,fedex,13-07-2024,25-07-2024,313.71,6875
904616,5011559,Blue Dart,,,387.81,7084.1
904617,5006713,DHL,17-11-2025,01-12-2025,670.01,11949.3
904618,5010715,fedex,11-06-2022,24-06-2022,458.97,10862
904619,5009819,fedex,28-10-2025,10-11-2025,696.2,10695.5
904620,5005708,UPS,18-09-2025,20-09-2025,136.4,2103.8
904621,5007807,DHL,18-08-2025,23-08-2025,259.34,4793.7
904622,5009887,Maersk,18-10-2024,27-10-2024,287.26,5566
904623,5002579,Blue Dart,,,545.07,
904624,5009527,UPS,,,237.21,5117
904625,5006505,fedex,11-04-2025,13-04-2025,97.67,1615.1
904626,5004995,Maersk,,,524.94,11575.1
904627,5007701,fedex,21-05-2024,29-05-2024,339.55,7761.8
904628,5006066,DHL,30-05-2025,,765.89,11612.2
904629,5009334,FedEx,09-11-2024,21-11-2024,559.62,7956.9
904630,5002258,FedEx,18-12-2023,04-01-2024,741.12,11100.5
904631,5004543,fedex,25-10-2024,11-11-2024,487.23,7577.1
904632,5006179,Maersk,03-06-2025,11-06-2025,340.23,5632.1
904633,5000786,fedex,25-09-2025,16-10-2025,587,10568.5
904634,5011339,UPS,,,321.59,7896.3
904635,5003148,DHL Express,01-10-2024,29-01-2024,423.07,8127.3
904636,5006444,DHL Express,02-10-2025,15-10-2025,298.64,
904637,5011200,UPS,27-02-2024,02-03-2024,148.53,3199.3
904638,5010256,Maersk,07-06-2025,17-06-2025,435.47,8293
904639,5006835,DHL Express,28-05-2022,07-06-2022,384.38,6551
904640,5005223,FedEx,20-02-2023,21-02-2023,9.57,45.9
904641,5007172,DHL,07-04-2026,20-04-2026,426.15,9181.4
904642,5008590,DHL Express,13-11-2023,14-11-2023,91.33,1542
904643,5007527,Maersk,10-08-2024,08-26-2024,,7796.3
904644,5002584,UPS,02-06-2026,03-06-2026,27.55,342.3
904645,5011666,DHL Express,21-02-2026,22-Feb-26,15.16,247.3
904646,5006032,fedex,,,285.09,4783.8
904647,5007280,DHL,02-09-2025,09-13-2025,468,8688.9
904648,5007603,Blue Dart,29-04-2026,09-05-2026,318.73,7101.9
904649,5009013,DHL,29-01-2025,07-02-2025,634.88,8979.9
904650,5002472,Maersk,27-10-2025,11-04-2025,378.14,6205
904651,5010273,Maersk,01-09-2024,02-09-2024,83.16,1176.4
904652,5001346,Blue Dart,16-12-2022,30-12-2022,370.23,6210.3
904653,5010410,Maersk,06-04-2026,15-04-2026,327.01,5227.4
904654,5011776,fedex,19-09-2024,10-05-2024,276.98,6720.3
904655,5004637,Blue Dart,22-11-2023,01-12-2023,482.39,7509.5
904656,5007358,UPS,08-11-2025,12-11-2025,219.59,3798.4
904657,5011702,Blue Dart,02-09-2023,20-09-2023,574.19,10614.2
904658,5000056,DHL,02-Feb-22,18-02-2022,508.64,11348.6
904659,5008116,UPS,09-06-2025,06-17-2025,345.57,4793.3
904660,5002447,Blue Dart,27-10-2023,12-11-2023,565.62,8259
904661,5009169,Blue Dart,20-12-2021,25-12-2021,196.99,3607.8
904662,5002184,FedEx,20-08-2023,01-09-2023,,6844.1
904663,5008825,Maersk,,,445.76,8261
904664,5000106,DHL Express,18-11-2023,20-11-2023,158.86,2164.3
904665,5011331,DHL,14-06-2026,22-06-2026,405.31,6698.1
904666,5009698,fedex,10-04-2025,12-04-2025,68.84,985.7
904667,5000614,fedex,02-Nov-22,12-11-2022,423.79,8773.2
904668,5005327,DHL Express,23-02-2026,24-02-2026,36.76,755.7
904669,5009128,UPS,27-02-2026,07-03-2026,314.24,5627.9
904670,5005454,fedex,02-09-2023,,547.26,10729.8
904671,5001813,DHL,13-12-2022,19-Dec-22,269.56,4086.6
904672,5005928,FedEx,27-01-2024,03-Feb-24,202.76,3648.7
904673,5003027,DHL Express,30-05-2025,02-06-2025,127.65,2338.4
904674,5010660,DHL,10-13-2022,14-10-2022,20.34,256.4
904675,5002674,Blue Dart,,,278.24,3844.3
904676,5006796,Maersk,06-Jun-24,16-06-2024,259.95,5742.5
904677,5006979,DHL Express,23-06-2026,,746.51,
904678,5001740,fedex,02-06-2024,07-06-2024,195.3,3762.9
904679,5008596,DHL,21-01-2024,04-02-2024,818.31,11931.4
904680,5001659,UPS,01-20-2024,25-01-2024,126.79,2568.4
904681,5010837,FedEx,17-04-2026,28-04-2026,326.98,4917.6
904682,5003430,Blue Dart,23-07-2025,02-08-2025,513.81,8377.1
904683,5009393,DHL,25-01-2022,08-02-2022,449.06,7964.6
904684,5011810,DHL,15-02-2026,22-02-2026,418.02,6208.2
904685,5003955,Maersk,31-12-2024,02-Jan-25,72.94,1354.8
904686,5011858,UPS,07-10-2021,25-10-2021,507.13,9407.1
904687,5000257,UPS,11-06-2023,05-07-2023,557.55,10002.7
904688,5000567,FedEx,16-11-2024,21-11-2024,224.21,
904689,5003218,UPS,09-11-2022,01-12-2022,523.66,9761.2
904690,5008390,DHL,10-Jan-26,24-01-2026,591.04,9938.5
904691,5008842,DHL Express,23-04-2025,03-05-2025,492.52,9475.4
904692,5006141,fedex,03-10-2025,,540.42,7951.4
904693,5010990,Maersk,02-11-2022,09-11-2022,275.41,5485.6
904694,5008841,UPS,05-10-2022,07-10-2022,68.53,1344.5
904695,5008476,Maersk,18-03-2023,24-03-2023,333,5123.7
904696,5010212,Maersk,13-12-2025,15-12-2025,,1188.9
904697,5008496,FedEx,02-07-2025,13-07-2025,507.43,9561.3
904698,5004830,Blue Dart,06-06-2025,12-Jun-25,280.1,4505.1
904699,5001411,FedEx,16-11-2025,20-11-2025,177.62,3862.4
904700,5005143,Maersk,12-05-2026,19-05-2026,217.36,
904701,5000998,UPS,01-12-2025,02-12-2025,43.84,635.5
904702,5011550,FedEx,28-01-2023,05-02-2023,396.48,7176.1
904703,5007291,DHL Express,09-07-2025,13-07-2025,166.81,2413.2
904704,5011499,UPS,21-07-2024,22-07-2024,27.77,365.8
904705,5005509,fedex,25-05-2025,04-06-2025,372.04,5226.4
904706,5002227,DHL Express,03-11-2024,06-11-2024,94.2,1454.9
904707,5002629,FedEx,29-08-2025,01-09-2025,164.15,2495.1
904708,5005372,FedEx,12-12-2025,13-12-2025,43.13,844.4
904709,5006805,Blue Dart,21-06-2024,07-07-2024,552.22,11837
904710,5008713,UPS,26-04-2023,07-05-2023,363.3,5414.5
904711,5005277,fedex,27-05-2025,06-06-2025,419.56,6777.7
904712,5002201,DHL,14-02-2026,22-02-2026,194.68,
904713,5004365,DHL,16-May-26,05-21-2026,269.99,4078.4
904714,5000686,fedex,05-08-2026,21-08-2026,376.66,9140.3
904715,5003364,fedex,20-08-2025,21-08-2025,,1393.9
904716,5010976,FedEx,07-07-2024,23-07-2024,370.85,7494.3
904717,5000548,FedEx,25-11-2025,04-Dec-25,395.24,7925.6
904718,5000340,Maersk,06-19-2025,29-06-2025,421.41,7717.2
904719,5011307,UPS,21-04-2026,23-04-2026,98.09,1523.9
904720,5006060,DHL,03-02-2026,05-02-2026,80.63,1996.5
904721,5005914,DHL Express,05-08-2023,06-08-2023,,800
904722,5000475,fedex,29-06-2025,24-07-2025,646.17,10503.9
904723,5005105,DHL,18-11-2024,29-11-2024,366.62,7621.7
904724,5008972,fedex,30-05-2025,07-06-2025,324.27,6998.5
904725,5002369,Maersk,09-03-2026,22-03-2026,528.63,7903
904726,5002911,Blue Dart,25-05-2024,,98.72,1893.2
904727,5004001,UPS,10-08-2025,20-Oct-25,383.49,6465.4
904728,5006172,Blue Dart,09-22-2023,25-09-2023,182.56,2577
904729,5000369,DHL,20-06-2023,11-07-2023,633.76,10011.9
904730,5008675,Blue Dart,,,123.7,1999.9
904731,5007621,FedEx,21-04-2025,24-04-2025,106.59,1830.7
904732,5003929,FedEx,06-04-2026,08-04-2026,101.07,1434.2
904733,5009998,DHL Express,,,223.5,3310.7
904734,5001928,Maersk,15-12-2023,23-12-2023,245.85,3949.5
904735,5009664,Maersk,19-07-2025,25-07-2025,351.15,5441.2
904736,5000101,Maersk,,,466.41,8491.7
904737,5003061,Blue Dart,02-03-2026,11-03-2026,331.34,5825.9
904738,5004672,DHL Express,02-10-2023,,8.14,226.2
904739,5011161,fedex,21-02-2023,02-03-2023,387.57,5819.3
904740,5011738,FedEx,24-08-2024,10-09-2024,394.12,8039.8
904741,5010365,DHL Express,09-03-2025,30-03-2025,518.93,10316.4
904742,5009189,DHL,01-12-2023,05-12-2023,203.63,3591.6
904743,5008204,fedex,16-10-2025,19-10-2025,135.33,2237.2
