order_detail_id,order_id,product_id,customer_id,warehouse_id,supplier_id,order_date,order_status,product_name,category,is_active,quantity,unit_price,discount_pct,source_line_total,gross_line_amount,discount_amount,net_line_amount,calculated_line_total,line_total_difference,line_total_status,transaction_type,supplier_status
817541,5009052,21326,300734,512,1157,31-01-2023,Cancelled,Exclusive national success,Apparel,N,47,255.04,1.4,11819.06,11986.88,167.81632,11819.06368,11819.06368,-0.00368,Matched,Sale,Matched
817542,5011858,21056,301313,512,1283,07-10-2021,Shipped,Customizable background Graphical User Interface,Groceries,N,27,1197.97,0.3,32248.15,32345.19,97.03557,32248.15443,32248.15443,-0.00443,Matched,Sale,Matched
817543,5006055,21053,301370,519,1135,21-08-2021,Returned,Realigned intermediate workforce,Electronics,Y,41,1633.77,1.9,65711.86,66984.57,1272.70683,65711.86317,65711.86317,-0.00317,Matched,Sale,Matched
817544,5000445,21492,300946,511,1118,26-02-2024,Cancelled,Ergonomic encompassing benchmark,Apparel,Y,42,1785.14,15.6,63279.64,74975.88,11696.23728,63279.64272,63279.64272,-0.00272,Matched,Sale,Matched
817545,5007654,20166,301998,531,1061,31-05-2023,Cancelled,Visionary solution-oriented task-force,Industrial Equipment,Y,37,1177.4,6.2,40862.84,43563.8,2700.9556,40862.8444,40862.8444,-0.0044,Matched,Sale,Matched
817546,5000213,20847,300522,532,1047,31-10-2023,Returned,Multi-channeled context-sensitive data-warehouse,Apparel,N,22,1587.42,0.9,34608.93,34923.24,314.30916,34608.93084,34608.93084,-0.00084,Matched,Sale,Matched
817547,5004577,20613,302805,511,1246,06-11-2025,Shipped,Configurable object-oriented workforce,Automotive Parts,N,41,1136.23,,46492.26,,,,,,Cannot Calculate,Sale,Matched
817548,5006494,20594,302640,525,1135,01-04-2024,Returned,Re-contextualized context-sensitive architecture,Groceries,Y,9,1753.75,21.2,12437.6,15783.75,3346.155,12437.595,12437.595,0.005,Matched,Sale,Matched
817549,5003415,21410,302349,503,1034,09-07-2026,Pending,Face-to-face 4thgeneration emulation,Furniture,,33,386.71,1.9,12518.96,12761.43,242.46717,12518.96283,12518.96283,-0.00283,Matched,Sale,Matched
817550,5008042,21101,301654,535,1147,08-12-2025,Cancelled,Streamlined 24/7 hierarchy,Pharmaceuticals,Y,34,808.35,0.3,27401.45,27483.9,82.4517,27401.4483,27401.4483,0.0017,Matched,Sale,Matched
817551,5006351,20666,300023,539,1057,30-07-2026,Shipped,Exclusive scalable customer loyalty,Industrial Equipment,N,20,303.92,0.1,6072.32,6078.4,6.0784,6072.3216,6072.3216,-0.0016,Matched,Sale,Matched
817552,5011820,20102,300008,523,1232,12-08-2024,Returned,Customizable coherent core,Automotive Parts,Y,30,772.15,21.9,,23164.5,5073.0255,18091.4745,18091.4745,,Missing Source Total,Sale,Matched
817553,5000399,20615,302320,537,1037,21-06-2023,Pending,Team-oriented interactive archive,Industrial Equipment,N,38,1368.8,6.2,48789.51,52014.4,3224.8928,48789.5072,48789.5072,0.0028,Matched,Sale,Matched
817554,5001051,21380,300708,524,1120,13-11-2025,Shipped,Proactive contextually-based knowledgebase,Electronics,N,14,16.74,1.9,229.91,234.36,4.45284,229.90716,229.90716,0.00284,Matched,Sale,Matched
817555,5006335,20071,301916,511,1220,05-06-2024,Returned,Horizontal empowering application,Apparel,N,13,,15.2,7565,,,,,,Cannot Calculate,Sale,Matched
817556,5004932,20075,302805,502,1211,19-10-2025,Pending,Cross-platform optimizing Graphical User Interface,Sporting Goods,N,48,1540.96,1.3,73004.52,73966.08,961.55904,73004.52096,73004.52096,-0.00096,Matched,Sale,Matched
817557,5006934,20448,302549,536,1243,08-07-2023,Shipped,Programmable user-facing encryption,Office Supplies,N,34,658.04,1,22149.63,22373.36,223.7336,22149.6264,22149.6264,0.0036,Matched,Sale,Matched
817558,5007651,21294,301050,540,1168,11-01-2026,Shipped,Business-focused homogeneous installation,Groceries,N,6,1056.21,16.5,5291.61,6337.26,1045.6479,5291.6121,5291.6121,-0.0021,Matched,Sale,Matched
817559,5006812,21320,300227,530,1202,28-02-2026,Pending,Robust bottom-line analyzer,Electronics,Y,18,1796.29,,27256.9,,,,,,Cannot Calculate,Sale,Matched
817560,5003886,20238,301651,531,1087,28-11-2024,Returned,Down-sized value-added migration,Furniture,N,10,14.07,20.8,111.43,140.7,29.2656,111.4344,111.4344,-0.0044,Matched,Sale,Matched
817561,5004361,21071,300469,503,1173,06-08-2024,Pending,Persevering client-server policy,Automotive Parts,N,3,2306.9,10.6,6187.11,6920.7,733.5942,6187.1058,6187.1058,0.0042,Matched,Sale,Matched
817562,5007168,20488,301514,529,1144,09-03-2026,Delivered,Virtual local secured line,Sporting Goods,Y,38,342.98,10.2,11703.85,13033.24,1329.39048,11703.84952,11703.84952,0.00048,Matched,Sale,Matched
817563,5003216,21011,300385,506,1100,25-03-2026,Shipped,Cross-platform 24hour knowledgebase,Toys,N,16,2301.78,25.7,27363.56,36828.48,9464.91936,27363.56064,27363.56064,-0.00064,Matched,Sale,Matched
817564,5004259,21136,301909,533,1165,19-05-2025,Delivered,Universal solution-oriented capability,Sporting Goods,Y,41,1154.51,1.7,46530.22,47334.91,804.69347,46530.21653,46530.21653,0.00347,Matched,Sale,Matched
817565,5011959,20589,300155,533,1233,01-01-2023,Cancelled,Object-based bifurcated focus group,Electronics,Y,3,1738.63,0.2,5205.46,5215.89,10.43178,5205.45822,5205.45822,0.00178,Matched,Sale,Matched
817566,5002658,21147,300770,523,1268,12-01-2024,Shipped,Quality-focused composite interface,Toys,N,48,1469.12,10.8,62901.84,70517.76,7615.91808,62901.84192,62901.84192,-0.00192,Matched,Sale,Matched
817567,5000835,20048,301659,537,1200,29-01-2024,Shipped,Mandatory homogeneous attitude,Furniture,Y,1,13.12,16.3,10.98,13.12,2.13856,10.98144,10.98144,-0.00144,Matched,Sale,Matched
817568,5002192,21389,301827,518,1073,31-08-2023,Delivered,Open-architected bandwidth-monitored success,Office Supplies,N,22,1176.64,26.9,18922.72,25886.08,6963.35552,18922.72448,18922.72448,-0.00448,Matched,Sale,Matched
817569,5004600,21044,302018,522,1090,14-02-2026,Delivered,Synchronized bottom-line secured line,Sporting Goods,Y,30,804.26,0.1,24103.67,24127.8,24.1278,24103.6722,24103.6722,-0.0022,Matched,Sale,Matched
817570,5007246,20566,302673,528,1173,12-05-2026,Returned,Adaptive real-time leverage,Pharmaceuticals,Y,26,1242.84,,27434.45,,,,,,Cannot Calculate,Sale,Matched
817571,5004919,20056,301867,507,1150,17-05-2026,Shipped,Public-key fresh-thinking alliance,Furniture,N,34,83.67,0.2,2839.09,2844.78,5.68956,2839.09044,2839.09044,-0.00044,Matched,Sale,Matched
817572,5004493,21218,300245,508,1258,15-09-2021,Delivered,Synergized systematic monitoring,Industrial Equipment,Y,24,2497.28,5.3,56758.18,59934.72,3176.54016,56758.17984,56758.17984,0.00016,Matched,Sale,Matched
817573,5001524,20580,300989,504,1255,10-11-2025,Pending,User-friendly 3rdgeneration task-force,Furniture,N,9,2211.64,21.6,15605.33,19904.76,4299.42816,15605.33184,15605.33184,-0.00184,Matched,Sale,Matched
817574,5000461,21384,301289,529,1199,09-07-2022,Delivered,Ameliorated fault-tolerant complexity,Groceries,N,47,2497.85,10.5,105072.06,117398.95,12326.88975,105072.0603,105072.0603,-0.00025,Matched,Sale,Matched
817575,5004162,20039,302806,519,1279,15-07-2026,Shipped,Realigned cohesive middleware,Pharmaceuticals,Y,45,93.84,20.7,3348.68,4222.8,874.1196,3348.6804,3348.6804,-0.0004,Matched,Sale,Matched
817576,5002540,21181,300462,538,1155,13-06-2025,Delivered,Digitized directional focus group,Groceries,N,38,770.2,,23150.67,,,,,,Cannot Calculate,Sale,Matched
817577,5010098,20469,300783,516,1275,09-06-2024,Shipped,Realigned holistic capability,Industrial Equipment,Y,23,374.09,1.2,8500.82,8604.07,103.24884,8500.82116,8500.82116,-0.00116,Matched,Sale,Matched
817578,5008193,20904,300886,534,1197,08-09-2025,Pending,Operative secondary forecast,Sporting Goods,Y,1,1047.81,6.8,976.56,1047.81,71.25108,976.55892,976.55892,0.00108,Matched,Sale,Matched
817579,5010753,21077,301149,539,1239,22-02-2024,Cancelled,Polarized responsive data-warehouse,Pharmaceuticals,Y,45,94.44,1.1,4203.05,4249.8,46.7478,4203.0522,4203.0522,-0.0022,Matched,Sale,Matched
817580,5008353,20930,302023,539,1292,08-06-2025,Delivered,Polarized 3rdgeneration task-force,Pharmaceuticals,Y,27,1221.67,25.3,24639.86,32985.09,8345.22777,24639.86223,24639.86223,-0.00223,Matched,Sale,Matched
817581,5010030,20702,301468,502,1116,26-03-2024,Pending,Multi-tiered system-worthy hub,Toys,Y,8,2445.28,0.7,19425.3,19562.24,136.93568,19425.30432,19425.30432,-0.00432,Matched,Sale,Matched
817582,5005885,20283,301274,527,1183,31-05-2023,Returned,Progressive attitude-oriented frame,Apparel,Y,2,391.68,21.5,614.94,783.36,168.4224,614.9376,614.9376,0.0024,Matched,Sale,Matched
817583,5010423,20192,301080,526,1077,06-03-2026,Pending,Synergistic content-based instruction set,Office Supplies,N,22,2097.9,0.7,45830.72,46153.8,323.0766,45830.7234,45830.7234,-0.0034,Matched,Sale,Matched
817584,5011248,20424,300055,538,1036,26-12-2023,Returned,Public-key full-range info-mediaries,Industrial Equipment,Y,23,1496.45,0.4,34280.68,34418.35,137.6734,34280.6766,34280.6766,0.0034,Matched,Sale,Matched
817585,5009922,20045,300362,526,1164,28-09-2024,Cancelled,Balanced clear-thinking hierarchy,Electronics,Y,12,169.8,10.6,1821.61,2037.6,215.9856,1821.6144,1821.6144,-0.0044,Matched,Sale,Matched
817586,5004652,21163,301682,518,1089,06-06-2024,Pending,Fundamental homogeneous projection,Automotive Parts,Y,33,1109.61,27,26730.5,36617.13,9886.6251,26730.5049,26730.5049,-0.0049,Matched,Sale,Matched
817587,5001440,21456,301798,509,1110,28-06-2022,Delivered,Face-to-face analyzing synergy,Automotive Parts,N,33,2216.86,6,68767,73156.38,4389.3828,68766.9972,68766.9972,0.0028,Matched,Sale,Matched
817588,5001152,20250,300765,513,1265,16-04-2025,Cancelled,Triple-buffered stable matrices,Pharmaceuticals,Y,43,1015.79,5.9,41101.91,43678.97,2577.05923,41101.91077,41101.91077,-0.00077,Matched,Sale,Matched
817589,5002158,20957,302879,501,1066,12-07-2021,Delivered,Self-enabling tertiary service-desk,Toys,N,38,2348.6,20.5,70951.21,89246.8,18295.594,70951.206,70951.206,0.004,Matched,Sale,Matched
817590,5010791,20882,301560,525,1150,24-07-2024,Cancelled,Networked systematic throughput,Groceries,Y,20,99.65,27,1454.89,1993,538.11,1454.89,1454.89,2.27E-13,Matched,Sale,Matched
817591,5005544,21440,301845,538,1239,21-02-2024,Shipped,Devolved solution-oriented encryption,Groceries,N,12,1939.94,15.3,19717.55,23279.28,3561.72984,19717.55016,19717.55016,-0.00016,Matched,Sale,Matched
817592,5005722,21393,302718,540,1162,15-03-2026,Cancelled,Ameliorated bifurcated access,Industrial Equipment,Y,17,1526.67,25.5,19335.28,25953.39,6618.11445,19335.27555,19335.27555,0.00445,Matched,Sale,Matched
817593,5000326,20803,302277,530,1052,30-03-2022,Pending,Adaptive client-server knowledge user,Automotive Parts,Y,12,1836.23,5.8,20756.74,22034.76,1278.01608,20756.74392,20756.74392,-0.00392,Matched,Sale,Matched
817594,5011435,21418,300113,535,1272,23-07-2026,Pending,Managed bottom-line hierarchy,Automotive Parts,Y,15,19.44,21.5,228.91,291.6,62.694,228.906,228.906,0.004,Matched,Sale,Matched
817595,5003230,20908,302382,530,1125,04-04-2023,Returned,Business-focused static encryption,Furniture,N,18,528.42,0.5,9464,9511.56,47.5578,9464.0022,9464.0022,-0.0022,Matched,Sale,Matched
817596,5003700,20792,302483,523,1096,06-04-2026,Shipped,Down-sized fresh-thinking installation,Furniture,Y,-10,1760.71,11.2,,-17607.1,-1971.9952,-15635.1048,-15635.1048,,Missing Source Total,Return / Reversal,Matched
817597,5002358,21487,301318,536,1111,22-04-2024,Shipped,Compatible system-worthy Local Area Network,Apparel,N,45,,0.1,93826.48,,,,,,Cannot Calculate,Sale,Matched
817598,5002001,20463,301334,517,1184,03-01-2021,Shipped,Digitized motivating capacity,Automotive Parts,Y,6,834.93,21.7,3922.5,5009.58,1087.07886,3922.50114,3922.50114,-0.00114,Matched,Sale,Matched
817599,5008723,20469,301421,502,1275,21-07-2025,Pending,Realigned holistic capability,Industrial Equipment,Y,4,374.09,,1267.42,,,,,,Cannot Calculate,Sale,Matched
817600,5004274,21078,300733,511,1142,09-09-2023,Pending,Proactive explicit strategy,Office Supplies,N,39,2242.82,,86595.28,,,,,,Cannot Calculate,Sale,Matched
817601,5009974,20020,300639,532,1092,05-03-2023,Shipped,Switchable web-enabled model,Pharmaceuticals,N,26,,0.8,57093.43,,,,,,Cannot Calculate,Sale,Matched
817602,5007943,20115,300688,538,1274,07-12-2022,Pending,Synchronized stable array,Electronics,N,28,2041.08,5.3,54121.28,57150.24,3028.96272,54121.27728,54121.27728,0.00272,Matched,Sale,Matched
817603,5004973,21342,301822,525,1159,25-02-2023,Pending,Profound human-resource open architecture,Automotive Parts,Y,29,1346.91,5.8,36794.89,39060.39,2265.50262,36794.88738,36794.88738,0.00262,Matched,Sale,Matched
817604,5008564,20983,300301,517,1036,10-08-2022,Shipped,Down-sized context-sensitive hub,Toys,N,29,1175.79,,30108.45,,,,,,Cannot Calculate,Sale,Matched
817605,5003548,20963,300378,532,1297,02-05-2026,Delivered,Diverse 24/7 budgetary management,Apparel,Y,37,2167.61,0.4,79880.76,80201.57,320.80628,79880.76372,79880.76372,-0.00372,Matched,Sale,Matched
817606,5007126,20591,300608,516,1211,17-02-2026,Shipped,Down-sized neutral core,Pharmaceuticals,Y,30,1982.02,,47033.33,,,,,,Cannot Calculate,Sale,Matched
817607,5006502,20100,300186,531,1202,16-10-2023,Shipped,Function-based systemic policy,Pharmaceuticals,Y,11,1752.41,0.6,19160.85,19276.51,115.65906,19160.85094,19160.85094,-0.00094,Matched,Sale,Matched
817608,5009135,20160,301439,527,1153,17-11-2021,Returned,Self-enabling leadingedge utilization,Office Supplies,N,28,472.52,5.7,12476.42,13230.56,754.14192,12476.41808,12476.41808,0.00192,Matched,Sale,Matched
817609,5001114,21263,300533,502,1185,17-02-2026,Returned,Diverse static customer loyalty,Sporting Goods,N,29,2262.95,,55519.22,,,,,,Cannot Calculate,Sale,Matched
817610,5006010,21035,301509,524,1289,24-08-2025,Pending,Organized bifurcated matrices,Industrial Equipment,Y,35,974.79,15.4,28863.53,34117.65,5254.1181,28863.5319,28863.5319,-0.0019,Matched,Sale,Matched
817611,5010890,20591,301817,521,1211,24-11-2025,Cancelled,Down-sized neutral core,Pharmaceuticals,Y,40,1982.02,1.5,78091.59,79280.8,1189.212,78091.588,78091.588,0.002,Matched,Sale,Matched
817612,5004779,21062,302421,538,1161,21-04-2026,Pending,Reverse-engineered national core,Furniture,Y,29,875.47,15.3,21504.17,25388.63,3884.46039,21504.16961,21504.16961,0.00039,Matched,Sale,Matched
817613,5004016,20386,300412,518,1279,18-12-2021,Delivered,Cross-platform coherent project,Industrial Equipment,N,1,2019.02,6.7,1883.75,2019.02,135.27434,1883.74566,1883.74566,0.00434,Matched,Sale,Matched
817614,5004005,21064,300388,514,1228,28-01-2022,Delivered,Visionary high-level website,Pharmaceuticals,N,48,1783.41,25.2,64031.55,85603.68,21572.12736,64031.55264,64031.55264,-0.00264,Matched,Sale,Matched
817615,5010844,20863,302568,536,1122,27-07-2026,Delivered,Up-sized composite analyzer,Pharmaceuticals,N,21,132,0.2,2766.46,2772,5.544,2766.456,2766.456,0.004,Matched,Sale,Matched
817616,5004611,21038,301163,535,1236,27-12-2025,Pending,Versatile stable standardization,Groceries,N,38,1788.53,15.7,57293.77,67964.14,10670.36998,57293.77002,57293.77002,-2.00E-05,Matched,Sale,Matched
817617,5005256,21304,300868,506,1192,11-11-2024,Shipped,Adaptive actuating protocol,Groceries,Y,25,398.56,21.8,7791.85,9964,2172.152,7791.848,7791.848,0.002,Matched,Sale,Matched
817618,5005885,20872,301274,527,1058,31-05-2023,Returned,Advanced human-resource data-warehouse,Electronics,N,21,244.02,11.2,4550.48,5124.42,573.93504,4550.48496,4550.48496,-0.00496,Matched,Sale,Matched
817619,5000178,20541,301886,520,1181,25-05-2023,Shipped,Profit-focused demand-driven toolset,Office Supplies,,2,403.07,1.9,790.82,806.14,15.31666,790.82334,790.82334,-0.00334,Matched,Sale,Matched
817620,5004238,20360,302417,534,1198,11-01-2023,Cancelled,Exclusive cohesive portal,Toys,Y,32,579.46,10.7,16558.65,18542.72,1984.07104,16558.64896,16558.64896,0.00104,Matched,Sale,Matched
817621,5004008,21004,302233,516,1073,24-09-2024,Delivered,Pre-emptive methodical system engine,Sporting Goods,Y,12,2405.68,1.6,28406.27,28868.16,461.89056,28406.26944,28406.26944,0.00056,Matched,Sale,Matched
817622,5000896,20889,302926,502,1091,18-07-2025,Returned,Sharable user-facing emulation,Sporting Goods,Y,26,473.77,1.2,12170.2,12318.02,147.81624,12170.20376,12170.20376,-0.00376,Matched,Sale,Matched
817623,5000800,20508,302610,502,1156,11-07-2025,Cancelled,Fully-configurable tertiary paradigm,Automotive Parts,Y,43,1418.99,1.9,59857.26,61016.57,1159.31483,59857.25517,59857.25517,0.00483,Matched,Sale,Matched
817624,5008940,20605,301162,504,1144,26-06-2022,Pending,Optional incremental focus group,Toys,N,12,1870.06,11.8,19792.72,22440.72,2648.00496,19792.71504,19792.71504,0.00496,Matched,Sale,Matched
817625,5011879,20119,301966,534,9026,16-01-2026,Pending,Programmable static paradigm,Industrial Equipment,N,17,3.71,21.6,49.45,63.07,13.62312,49.44688,49.44688,0.00312,Matched,Sale,Unmatched Supplier Reference
817626,5009777,21064,300272,510,1228,02-07-2025,Delivered,Visionary high-level website,Pharmaceuticals,N,40,1783.41,0,71336.4,71336.4,0,71336.4,71336.4,-1.46E-11,Matched,Sale,Matched
817627,5003506,20673,300917,536,1287,24-04-2023,Pending,Diverse bi-directional knowledgebase,Industrial Equipment,N,35,214.71,1.7,7387.1,7514.85,127.75245,7387.09755,7387.09755,0.00245,Matched,Sale,Matched
817628,5000058,21493,300423,523,1225,09-08-2025,Returned,Customer-focused asynchronous hierarchy,Toys,Y,2,,20.5,703.53,,,,,,Cannot Calculate,Sale,Matched
817629,5001617,20050,302878,502,1199,23-12-2022,Pending,Open-source grid-enabled approach,Industrial Equipment,N,7,1529.05,0.9,10607.02,10703.35,96.33015,10607.01985,10607.01985,0.00015,Matched,Sale,Matched
817630,5006477,20318,300017,529,1236,02-10-2025,Delivered,Customizable 3rdgeneration standardization,Apparel,N,34,1838.84,0.7,62082.92,62520.56,437.64392,62082.91608,62082.91608,0.00392,Matched,Sale,Matched
817631,5007841,20649,301359,522,1078,26-12-2025,Shipped,Ergonomic object-oriented capacity,Office Supplies,N,48,1883.51,1.5,89052.35,90408.48,1356.1272,89052.3528,89052.3528,-0.0028,Matched,Sale,Matched
817632,5008850,21430,301765,534,1066,14-12-2025,Returned,Digitized foreground circuit,Sporting Goods,N,2,925.18,21.8,1446.98,1850.36,403.37848,1446.98152,1446.98152,-0.00152,Matched,Sale,Matched
817633,5011356,20926,301377,522,1199,11-04-2024,Pending,Object-based homogeneous concept,Industrial Equipment,Y,34,599.3,1.2,20131.69,20376.2,244.5144,20131.6856,20131.6856,0.0044,Matched,Sale,Matched
817634,5008299,20062,302931,521,1070,14-01-2021,Shipped,Networked fresh-thinking orchestration,Toys,,14,2407,21,26621.42,33698,7076.58,26621.42,26621.42,-3.64E-12,Matched,Sale,Matched
817635,5003625,21104,300982,504,1119,04-09-2021,Pending,Multi-tiered interactive service-desk,Groceries,Y,41,1666.75,0.4,68063.4,68336.75,273.347,68063.403,68063.403,-0.003,Matched,Sale,Matched
817636,5004211,21206,301048,510,1114,15-12-2022,Delivered,Grass-roots interactive model,Automotive Parts,N,12,161.18,25.5,1440.95,1934.16,493.2108,1440.9492,1440.9492,0.0008,Matched,Sale,Matched
817637,5000435,20932,301455,530,1022,13-11-2022,Delivered,Virtual exuding policy,Electronics,,43,1552.29,21.4,,66748.47,14284.17258,52464.29742,52464.29742,,Missing Source Total,Sale,Matched
817638,5010170,20035,300225,519,1167,04-03-2026,Pending,Virtual bifurcated open system,Toys,Y,8,941.39,5.5,7116.91,7531.12,414.2116,7116.9084,7116.9084,0.0016,Matched,Sale,Matched
817639,5007368,20017,300254,532,1048,18-11-2025,Pending,Synergistic fresh-thinking collaboration,Toys,N,31,1014.39,1.3,31037.29,31446.09,408.79917,31037.29083,31037.29083,-0.00083,Matched,Sale,Matched
817640,5002447,20050,302634,536,1199,22-10-2023,Shipped,Open-source grid-enabled approach,Industrial Equipment,N,10,1529.05,15.4,12935.76,15290.5,2354.737,12935.763,12935.763,-0.003,Matched,Sale,Matched
817641,5009421,21364,302790,508,1051,01-02-2024,Cancelled,Implemented fresh-thinking approach,Groceries,Y,35,1144.17,5.4,37883.47,40045.95,2162.4813,37883.4687,37883.4687,0.0013,Matched,Sale,Matched
817642,5009070,20216,302160,506,1143,15-07-2024,Delivered,Intuitive tertiary moderator,Groceries,Y,22,1392.38,16.3,25639.29,30632.36,4993.07468,25639.28532,25639.28532,0.00468,Matched,Sale,Matched
817643,5002088,20139,302669,515,1244,17-09-2025,Pending,Synchronized disintermediate extranet,Toys,Y,4,748.53,25.5,2230.62,2994.12,763.5006,2230.6194,2230.6194,0.0006,Matched,Sale,Matched
817644,5005694,21367,302333,513,1023,26-04-2024,Cancelled,Enhanced eco-centric adapter,Industrial Equipment,N,17,391.51,26.7,4878.61,6655.67,1777.06389,4878.60611,4878.60611,0.00389,Matched,Sale,Matched
817645,5001269,20684,302546,531,1087,16-04-2024,Delivered,Implemented leadingedge core,Office Supplies,,20,1955.5,15.9,32891.51,39110,6218.49,32891.51,32891.51,0,Matched,Sale,Matched
817646,5007135,21017,300008,513,1026,27-07-2025,Shipped,Synergized stable leverage,Pharmaceuticals,Y,14,630.08,0.4,8785.84,8821.12,35.28448,8785.83552,8785.83552,0.00448,Matched,Sale,Matched
817647,5001755,20869,301317,519,1262,10-03-2025,Delivered,Extended bi-directional help-desk,Electronics,N,26,1068.83,20.6,22064.93,27789.58,5724.65348,22064.92652,22064.92652,0.00348,Matched,Sale,Matched
817648,5000692,20253,301744,538,1083,12-06-2025,Pending,Managed 6thgeneration projection,Toys,N,44,,21.4,13559.35,,,,,,Cannot Calculate,Sale,Matched
817649,5003962,20789,302082,536,1158,06-12-2026,Delivered,Implemented stable moderator,Apparel,N,29,1835.37,0.5,52959.6,53225.73,266.12865,52959.60135,52959.60135,-0.00135,Matched,Sale,Matched
817650,5007719,20386,300641,536,1279,16-07-2025,Delivered,Cross-platform coherent project,Industrial Equipment,N,37,2019.02,16.3,62527.03,74703.74,12176.70962,62527.03038,62527.03038,-0.00038,Matched,Sale,Matched
817651,5003678,21480,301378,535,1009,17-07-2022,Returned,Integrated tertiary emulation,Apparel,N,-1,79.68,20.8,-63.11,-79.68,-16.57344,-63.10656,-63.10656,-0.00344,Matched,Return / Reversal,Matched
817652,5010063,21181,302846,528,1155,19-10-2025,Pending,Digitized directional focus group,Groceries,N,24,770.2,10.7,16506.93,18484.8,1977.8736,16506.9264,16506.9264,0.0036,Matched,Sale,Matched
817653,5010659,21198,301585,529,1075,24-11-2025,Delivered,Digitized homogeneous open system,Toys,N,6,1583.03,15.9,7987.97,9498.18,1510.21062,7987.96938,7987.96938,0.00062,Matched,Sale,Matched
817654,5006644,20133,301809,527,1282,28-05-2025,Cancelled,Synergized dynamic focus group,Groceries,N,43,2099.96,20.1,72148.33,90298.28,18149.95428,72148.32572,72148.32572,0.00428,Matched,Sale,Matched
817655,5003755,20134,301586,509,1103,08-06-2026,Shipped,Digitized high-level leverage,Furniture,N,1,244.27,5.9,229.86,244.27,14.41193,229.85807,229.85807,0.00193,Matched,Sale,Matched
817656,5000437,20983,301844,538,1036,30-01-2026,Pending,Down-sized context-sensitive hub,Toys,N,27,1175.79,1.9,31143.15,31746.33,603.18027,31143.14973,31143.14973,0.00027,Matched,Sale,Matched
817657,5001906,20890,302653,519,1202,09-06-2022,Pending,Profit-focused optimizing strategy,Furniture,N,18,1719.04,12,27229.59,30942.72,3713.1264,27229.5936,27229.5936,-0.0036,Matched,Sale,Matched
817658,5002431,20835,302912,516,1283,21-10-2025,Cancelled,Inverse static synergy,Pharmaceuticals,N,13,541.67,1.8,6914.96,7041.71,126.75078,6914.95922,6914.95922,0.00078,Matched,Sale,Matched
817659,5004130,20756,302527,501,1168,09-11-2025,Returned,Virtual coherent infrastructure,Sporting Goods,N,6,1676.4,16,8449.06,10058.4,1609.344,8449.056,8449.056,0.004,Matched,Sale,Matched
817660,5002560,20696,300704,539,1101,21-07-2022,Cancelled,Persevering disintermediate hub,Toys,N,44,2460.69,0.3,107945.55,108270.36,324.81108,107945.5489,107945.5489,0.00108,Matched,Sale,Matched
817661,5007506,21487,301670,534,1111,02-04-2025,Returned,Compatible system-worthy Local Area Network,Apparel,N,30,,11.1,60855.61,,,,,,Cannot Calculate,Sale,Matched
817662,5003948,21138,301529,531,1225,14-10-2025,Returned,Switchable bottom-line contingency,Apparel,N,17,2174.63,6.7,34491.81,36968.71,2476.90357,34491.80643,34491.80643,0.00357,Matched,Sale,Matched
817663,5000197,20954,300814,524,1158,27-02-2026,Shipped,Streamlined human-resource interface,Toys,Y,7,2096.53,0.9,,14675.71,132.08139,14543.62861,14543.62861,,Missing Source Total,Sale,Matched
817664,5009886,20537,302967,523,1158,10-06-2025,Returned,Fully-configurable well-modulated open architecture,Groceries,Y,47,315.11,11.3,13136.62,14810.17,1673.54921,13136.62079,13136.62079,-0.00079,Matched,Sale,Matched
817665,5003374,20892,302638,531,1057,15-05-2025,Delivered,Seamless well-modulated capability,Electronics,Y,30,2066.75,10.3,55616.24,62002.5,6386.2575,55616.2425,55616.2425,-0.0025,Matched,Sale,Matched
817666,5011487,20174,302405,528,1223,19-09-2023,Delivered,Object-based homogeneous orchestration,Groceries,,11,2220.16,6.7,22785.5,24421.76,1636.25792,22785.50208,22785.50208,-0.00208,Matched,Sale,Matched
817667,5010756,20661,300070,511,1265,17-01-2025,Shipped,Multi-layered 24/7 model,Pharmaceuticals,Y,42,1456.76,1.4,60327.35,61183.92,856.57488,60327.34512,60327.34512,0.00488,Matched,Sale,Matched
817668,5000462,20301,300246,507,1041,07-05-2025,Returned,Up-sized logistical system engine,Toys,Y,46,528.01,0.3,24215.59,24288.46,72.86538,24215.59462,24215.59462,-0.00462,Matched,Sale,Matched
817669,5004988,21351,300213,527,1097,03-01-2025,Delivered,Implemented tertiary flexibility,Sporting Goods,Y,22,1591.93,1.9,34357.03,35022.46,665.42674,34357.03326,34357.03326,-0.00326,Matched,Sale,Matched
817670,5006288,20879,300374,533,1085,07-11-2025,Pending,Public-key non-volatile concept,Office Supplies,Y,40,1095.49,,38999.44,,,,,,Cannot Calculate,Sale,Matched
817671,5001439,20924,301824,512,1073,24-07-2025,Cancelled,Sharable dedicated flexibility,Groceries,N,3,1922.53,0.1,5761.82,5767.59,5.76759,5761.82241,5761.82241,-0.00241,Matched,Sale,Matched
817672,5001866,21052,301869,510,1266,22-11-2024,Pending,Streamlined secondary toolset,Office Supplies,N,5,2329.66,1.1,11520.17,11648.3,128.1313,11520.1687,11520.1687,0.0013,Matched,Sale,Matched
817673,5009519,20123,302837,519,1115,04-04-2024,Cancelled,Intuitive full-range paradigm,Groceries,Y,42,1664.5,,59212.92,,,,,,Cannot Calculate,Sale,Matched
